Subdivisions: 100000
,Type,Integral,Result,Error,Time,
Midpoint Rule:
,discontinuous,floor(x) (middle discontinuity) from 0 to 2,1.000005,0.000005,0.007823
,discontinuous,piecewise (middle discontinuity) from 0 to 2,2.500003,0.000003,0.003740
,badly behaved,e^x*ln(sin(x)) *note: answer only accurate to e-4 from 0 to 3.14159,-20.847031,0.002131,0.052644
,badly behaved,ln(x) from 0 to 1,-1.000006,0.000006,0.016680
,badly behaved,ln(x^2) from 8 to 9,4.278978,0.000000,0.023862
,badly behaved,ln(1/x) from 0 to 1,1.000006,0.000006,0.023107
,badly behaved,x^2*sin(1/x) (oscillatory) from 0 to 0.63662,0.058568,0.000000,0.023114
,badly behaved,ln(abs(x-0.7)) from 0 to 1,-1.610898,0.000034,0.021056
,badly behaved,sqrt(1-x^4)/x^(1-1/pi) from 0 to 1,3.738153,0.739939,0.086664
,badly behaved,e^x/(x^(1/pi) from 0 to 1,2.304412,0.000508,0.054631

Boole's Rule:
,simple,sin(x) from 0 to 1,0.459698,0.000000,0.026066
,simple,x^2 from 0 to 1,0.333333,0.000000,0.013906
,simple,x^3 from 0 to 1,0.250000,0.000000,0.056235
,simple,x^10000 from 0 to 1,0.000100,0.000000,0.078913
,simple,3*x^4+4*x^3+76*x^2+58*x+4 from -20 to 0,1951140.303405,6.363262,0.157466
,simple,x^-1 from 1 to 2,0.693147,0.000001,0.011153
,simple,e^x from 0 to 1,1.718281,0.000001,0.025054
,simple,x^1/2 from 0 to 1,0.666667,0.000000,0.007576
,discontinuous,(e^x-1)/x (edge discontinuity) from 0 to 1,1.317901,0.000001,0.023321
,discontinuous,1/sqrt(abs(x)) (edge discontinuity) from -9 to 1,14.652332,6.652332,0.010094
,discontinuous,sin(x)*sqrt(1-x^2) (edge discontinuity) *note: answer only accurate to e-6 from 0 to 1,0.311736,0.000000,0.033261
,discontinuous,sin(x)/x (edge discontinuity) from 0 to 3,1.848651,0.000002,0.021367
,discontinuous,sqrt(abs(x-0.7)) (middle discontinuity) *note: answer only accurate to e-6 from 0 to 1,0.499985,0.000001,0.008244
,discontinuous,(x+2)(x-2)/(x-2) (middle discontinuity) from 1 to 3,7.999996,0.000004,0.013904
,discontinuous,floor(x) (middle discontinuity) from 0 to 2,1.000003,0.000003,0.014259
,discontinuous,piecewise (middle discontinuity) from 0 to 2,2.500002,0.000002,0.006508
,badly behaved,e^x*ln(sin(x)) *note: answer only accurate to e-4 from 0 to 3.14159,-20.846171,0.001271,0.068546
,badly behaved,ln(x) from 0 to 1,-0.999990,0.000010,0.024345
,badly behaved,ln(x^2) from 8 to 9,4.278975,0.000003,0.030657
,badly behaved,ln(1/x) from 0 to 1,0.999990,0.000010,0.029830
,badly behaved,x^2*sin(1/x) (oscillatory) from 0 to 0.63662,0.058568,0.000000,0.034966
,badly behaved,ln(abs(x-0.7)) from 0 to 1,-1.610885,0.000020,0.033047
,badly behaved,sqrt(1-x^4)/x^(1-1/pi) from 0 to 1,3.029439,0.031225,0.122907
,badly behaved,e^x/(x^(1/pi) from 0 to 1,2.303853,0.000051,0.077055
