Subdivisions: 100
,Type,Integral,Result,Error,Time,
Midpoint Rule:
,discontinuous,floor(x) (middle discontinuity) from 0 to 2,1.006667,0.006667,0.000005
,discontinuous,piecewise (middle discontinuity) from 0 to 2,2.503333,0.003333,0.000004
,badly behaved,e^x*ln(sin(x)) *note: answer only accurate to e-4 from 0 to 3.14159,-24.501280,3.656380,0.000032
,badly behaved,ln(x) from 0 to 1,-1.008450,0.008450,0.000014
,badly behaved,ln(x^2) from 8 to 9,4.278978,0.000000,0.000015
,badly behaved,ln(1/x) from 0 to 1,1.008450,0.008450,0.000017
,badly behaved,x^2*sin(1/x) (oscillatory) from 0 to 0.63662,0.058568,0.000000,0.000027
,badly behaved,ln(abs(x-0.7)) from 0 to 1,-1.701858,0.090993,0.000014
,badly behaved,sqrt(1-x^4)/x^(1-1/pi) from 0 to 1,11.983899,8.985684,0.000280
,badly behaved,e^x/(x^(1/pi) from 0 to 1,2.380796,0.076892,0.000034

Simpson 3/8 Rule:
,simple,sin(x) from 0 to 1,0.459698,0.000000,0.000018
,simple,x^2 from 0 to 1,0.333333,0.000000,0.000010
,simple,x^3 from 0 to 1,0.250000,0.000000,0.000263
,simple,x^10000 from 0 to 1,0.001250,0.001150,0.000047
,simple,3*x^4+4*x^3+76*x^2+58*x+4 from -20 to 0,1951146.667022,0.000356,0.000088
,simple,x^-1 from 1 to 2,0.693147,0.000000,0.000007
,simple,e^x from 0 to 1,1.718282,0.000000,0.000020
,simple,x^1/2 from 0 to 1,0.666648,0.000019,0.000008
,discontinuous,(e^x-1)/x (edge discontinuity) from 0 to 1,1.317902,0.000000,0.000020
,discontinuous,1/sqrt(abs(x)) (edge discontinuity) from -9 to 1,168678.131090,168670.131090,0.000009
,discontinuous,sin(x)*sqrt(1-x^2) (edge discontinuity) *note: answer only accurate to e-6 from 0 to 1,0.311713,0.000023,0.000022
,discontinuous,sin(x)/x (edge discontinuity) from 0 to 3,1.848653,0.000000,0.000020
,discontinuous,sqrt(abs(x-0.7)) (middle discontinuity) *note: answer only accurate to e-6 from 0 to 1,0.499948,0.000038,0.000008
,discontinuous,(x+2)(x-2)/(x-2) (middle discontinuity) from 1 to 3,8.000000,0.000000,0.000008
,discontinuous,floor(x) (middle discontinuity) from 0 to 2,1.005000,0.005000,0.000008
,discontinuous,piecewise (middle discontinuity) from 0 to 2,2.502500,0.002500,0.000008
,badly behaved,e^x*ln(sin(x)) *note: answer only accurate to e-4 from 0 to 3.14159,-23.562327,2.717427,0.000046
,badly behaved,ln(x) from 0 to 1,-1.006010,0.006010,0.000024
,badly behaved,ln(x^2) from 8 to 9,4.278978,0.000000,0.000024
,badly behaved,ln(1/x) from 0 to 1,1.006010,0.006010,0.000025
,badly behaved,x^2*sin(1/x) (oscillatory) from 0 to 0.63662,0.058566,0.000001,0.000037
,badly behaved,ln(abs(x-0.7)) from 0 to 1,-1.677614,0.066750,0.000023
,badly behaved,sqrt(1-x^4)/x^(1-1/pi) from 0 to 1,9.668168,6.669954,0.000303
,badly behaved,e^x/(x^(1/pi) from 0 to 1,2.360205,0.056301,0.000052

Boole's Rule:
,simple,sin(x) from 0 to 1,0.459698,0.000000,0.000021
,simple,x^2 from 0 to 1,0.333333,0.000000,0.000015
,simple,x^3 from 0 to 1,0.250000,0.000000,0.000448
,simple,x^10000 from 0 to 1,0.000778,0.000678,0.000094
,simple,3*x^4+4*x^3+76*x^2+58*x+4 from -20 to 0,1951146.666667,0.000000,0.000213
,simple,x^-1 from 1 to 2,0.693147,0.000000,0.000010
,simple,e^x from 0 to 1,1.718282,0.000000,0.000024
,simple,x^1/2 from 0 to 1,0.666658,0.000009,0.000010
,discontinuous,(e^x-1)/x (edge discontinuity) from 0 to 1,1.317902,0.000000,0.000022
,discontinuous,1/sqrt(abs(x)) (edge discontinuity) from -9 to 1,63162.965446,63154.965446,0.000010
,discontinuous,sin(x)*sqrt(1-x^2) (edge discontinuity) *note: answer only accurate to e-6 from 0 to 1,0.311725,0.000011,0.000027
,discontinuous,sin(x)/x (edge discontinuity) from 0 to 3,1.848653,0.000000,0.000037
,discontinuous,sqrt(abs(x-0.7)) (middle discontinuity) *note: answer only accurate to e-6 from 0 to 1,0.499968,0.000018,0.000012
,discontinuous,(x+2)(x-2)/(x-2) (middle discontinuity) from 1 to 3,8.000000,0.000000,0.000009
,discontinuous,floor(x) (middle discontinuity) from 0 to 2,1.003111,0.003111,0.000010
,discontinuous,piecewise (middle discontinuity) from 0 to 2,2.501556,0.001556,0.000009
,badly behaved,e^x*ln(sin(x)) *note: answer only accurate to e-4 from 0 to 3.14159,-22.504392,1.659492,0.000062
,badly behaved,ln(x) from 0 to 1,-1.003327,0.003327,0.000028
,badly behaved,ln(x^2) from 8 to 9,4.278978,0.000000,0.000029
,badly behaved,ln(1/x) from 0 to 1,1.003327,0.003327,0.000030
,badly behaved,x^2*sin(1/x) (oscillatory) from 0 to 0.63662,0.058567,0.000000,0.000045
,badly behaved,ln(abs(x-0.7)) from 0 to 1,-1.649069,0.038204,0.000028
,badly behaved,sqrt(1-x^4)/x^(1-1/pi) from 0 to 1,7.049871,4.051656,0.000334
,badly behaved,e^x/(x^(1/pi) from 0 to 1,2.337115,0.033211,0.000065
